Product Id,Product Handle,Product Title,Product Status,Product Description,Product Subtitle,Product External Id,Product Thumbnail,Product Collection Id,Product Type Id,Product Created At,Product Deleted At,Product Discountable,Product Height,Product Hs Code,Product Is Giftcard,Product Length,Product Material,Product Mid Code,Product Origin Country,Product Sales Channel 1,Product Updated At,Product Weight,Product Width,Variant Id,Variant Title,Variant Sku,Variant Upc,Variant Ean,Variant Hs Code,Variant Mid Code,Variant Manage Inventory,Variant Allow Backorder,Variant Barcode,Variant Created At,Variant Deleted At,Variant Height,Variant Length,Variant Material,Variant Metadata,Variant Option 1 Name,Variant Option 1 Value,Variant Origin Country,Variant Price India [INR],Variant Price INR,Variant Product Id,Variant Updated At,Variant Variant Rank,Variant Weight,Variant Width
prod_01JE61XXV3BVYG13W24C0CDYMY,prolactin,Prolactin,published,"A Prolactin test is done to check the amount of prolactin in a sample of your blood. The pituitary gland, which is a small gland situated near the base of the brain, secretes the hormone prolactin. Hormones are chemical messengers that circulate in the blood and regulate the function of specific cells or organs. The primary function of prolactin is to promote the breast tissue to grow during pregnancy and produce milk after delivery. Thus, prolactin levels are normally high in pregnancy and in new mothers.

If prolactin levels increase in men and women (who are not pregnant or nursing), it can trigger the production of breast milk. In women, high prolactin levels (or hyperprolactinaemia) can affect the functioning of ovaries and lead to menstrual irregularities and infertility (inability to conceive). In men, high prolactin levels can affect the functioning of the testes and result in decreased sex drive or erectile dysfunction (inability to achieve or maintain an erection).

High prolactin levels can be caused by several conditions, such as pituitary gland disorders, hypothyroidism (underactive thyroid), or even certain medications. A Prolactin test cannot identify the cause of high prolactin levels, but knowing your prolactin level can help your doctor decide which other tests are needed to find the cause of your symptoms.",,,,,,2024-12-03T10:44:19.936Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T10:44:19.936Z,,,variant_01JE61XXW9F3GGH9H2AAHKKCFH,Default variant,,,,,,false,false,,2024-12-03T10:44:19.977Z,,,,,,Default option,Default option value,,600,,prod_01JE61XXV3BVYG13W24C0CDYMY,2024-12-03T10:44:19.977Z,0,,
prod_01JE62VK7E65A8QM5H0PM5JCHR,glucose-tolerance-test,Glucose Tolerance Test (GTT) 3 samples,published,"Glucose Tolerance Test (GTT) 3 samples
","3 parameters included Tests included: Blood Glucose 2 Hours, Blood Glucose 1 Hour, Fasting Blood Sugar (FBS)",,,,,2024-12-03T11:00:32.108Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T11:00:32.108Z,,,variant_01JE62VK8FKKWRVFGB67KXGJN6,Default variant,,,,,,false,false,,2024-12-03T11:00:32.143Z,,,,,,Default option,Default option value,,1499,,prod_01JE62VK7E65A8QM5H0PM5JCHR,2024-12-03T11:00:32.143Z,0,,
prod_01JE61T1XNWJP6YX6PWNKPNSFZ,complete-haemogram,Complete Haemogram/ Complete blood picture (CBP),published,"The complete hemogram includes a series of tests that include a complete blood count (CBC), (also referred to as an entire blood corpuscle count) alongside an erythrocyte sedimentation rate (ESR). CBC could also be a test that provides information about blood cells like red blood cells, white blood cells (WBC), and platelets. it's routinely performed to provide a summary of a patient's general health status. ESR is completed to find out if any condition is causing inflammation within the body.
",Also Known as  Peripheral Smear | Platelet Test | Haemoglobin Test | Blood Test | Hemogram (CBC+ESR+PS),,,,,2024-12-03T10:42:13.041Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T10:42:13.041Z,,,variant_01JE61T1YWAHF5FS6HKRRCS8AT,Default variant,,,,,,false,false,,2024-12-03T10:42:13.084Z,,,,,,Default option,Default option value,,550,,prod_01JE61T1XNWJP6YX6PWNKPNSFZ,2024-12-03T10:42:13.084Z,0,,
prod_01JE6061XT7HEKRYQ6WVAJ2HMB,lft,Liver Function Test (LFT),published,"The liver is a vital organ located in the right upper quadrant of the abdomen, beneath the diaphragm. It aids in digestion, metabolism, and elimination of toxins from the body. The liver is also involved in glucose synthesis and storage and regulation of red blood cells. Liver Function tests (LFTs), also known as liver panel test, are blood tests that assess liver function by measuring the levels of various substances produced by the liver. These include proteins, enzymes, and metabolic byproducts.

Getting an LFT test in Bangalore can help screen for various liver diseases. It can be done to check if the presenting symptoms are due to liver disease or damage. If liver disease is diagnosed, LFTs help to determine the severity of the disease. The test is useful for routine monitoring of existing liver disease and the response to ongoing treatment. LFTs are also performed to monitor the side effects of some medications known to affect the liver. LFT values can determine the presence of hepatitis (liver inflammation) and check whether it is related to alcohol intake or other causes (such as metabolic), impairment in liver function, or flow of bile (greenish-yellow fluid secreted by the liver), the site of damage (the liver itself or the bile ducts) and its extent.
",Also Known as  Liver profile | Liver panel,,,,,2024-12-03T10:13:49.110Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T10:13:49.110Z,,,variant_01JE6061Z48GNK190B8CFQRYN8,Default variant,,,,,,false,false,,2024-12-03T10:13:49.156Z,,,,,,Default option,Default option value,,700,,prod_01JE6061XT7HEKRYQ6WVAJ2HMB,2024-12-03T10:13:49.156Z,0,,
prod_01JE60N4ZFQ20Q61H7MN27NV0D,tsh,Thyroid Stimulating Hormone (TSH),published,"TSH test measures the level of thyroid-stimulating hormone (TSH) in the blood. TSH, also known as thyrotropin, is produced by the pituitary gland. This hormone plays a crucial role in regulating the thyroid gland. It stimulates the production of thyroid hormones, thyroxine (T4) and triiodothyronine (T3), which play a vital role in regulating metabolism, heart rate and digestion, bone and muscle functioning, and brain development. If the pituitary gland produces too much or too little TSH, it affects how the thyroid gland functions.

A TSH test measures the amount of TSH in the blood and checks for thyroid issues. The TSH test results can indicate whether the thyroid is producing too much or too little hormone. It is typically the first test doctors order if anyone is showing symptoms suggestive of thyroid problems like hyperthyroidism (low levels of TSH) or hypothyroidism (high levels of TSH). It may also be prescribed to track the effectiveness of treatment for thyroid disorders.

If your TSH test results are abnormal, your doctor will likely order additional thyroid blood tests to detect the issue.","Also Known As Thyrotropin test, TSH test",,,,,2024-12-03T10:22:03.753Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T10:22:03.753Z,,,variant_01JE60N50WQHXFMX6W7S3PNWVC,Default variant,,,,,,false,false,,2024-12-03T10:22:03.804Z,,,,,,Default option,Default option value,,350,,prod_01JE60N4ZFQ20Q61H7MN27NV0D,2024-12-03T10:22:03.804Z,0,,
prod_01JE61WWZQA9GMHYWSP05W3WBN,hiv-1-2-eclia,HIV Test 1&2 (ECLIA),published,"The HIV test is done to detect the presence of human immunodeficiency virus (HIV) in the body. This virus attacks and weakens the immune system, making it difficult for the body to fight off infections like tuberculosis and certain cancers. HIV is primarily transmitted through contact with blood or other bodily fluids of an HIV-infected person, often during unprotected sex or while sharing needles to inject drugs.

Left untreated, HIV can develop into acquired immunodeficiency syndrome (AIDS), the most severe stage where the immune system is severely compromised. This makes the body vulnerable to opportunistic infections and germs that do not usually harm healthy individuals but can be life-threatening in people with AIDS, and also certain cancers. HIV is classified into two main types: HIV-1 and HIV-2. HIV-1 is more prevalent globally than HIV-2, being more easily transmitted and more likely to progress to AIDS compared to HIV-2.

HIV usually does not cause symptoms in the early stages, so getting an HIV test may be the only way to detect the infection and start early treatment. The test may be done as a routine screening or to check for infection after a possible exposure. Early treatment can strengthen your immune system, prevent progression to AIDS, and help you avoid spreading HIV to others. HIV test may also be ordered during pregnancy. Receiving early treatment can greatly reduce the risk of spreading HIV to the baby.

Regular HIV testing not only helps in controlling the infection effectively but also improves overall health and quality of life by preventing AIDS.","Also Known As HIV ECLIA, HIV 1 & 2 Antibody (Quantitative)",,,,,2024-12-03T10:43:46.291Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T10:43:46.291Z,,,variant_01JE61WX12GC4NSVC8T3ECV65Y,Default variant,,,,,,false,false,,2024-12-03T10:43:46.338Z,,,,,,Default option,Default option value,,900,,prod_01JE61WWZQA9GMHYWSP05W3WBN,2024-12-03T10:43:46.338Z,0,,
prod_01JE614WTYTJAPF15FBD7TVBMG,dengue-profile-rapid-cbc,Dengue Profile - Rapid with CBC,published,"4 tests: Dengue IgG Antibody Rapid, Dengue IgM Antibody Rapid, Dengue NS1 Antigen Rapid
",Also known as  Dengue Card Test | Dengue Panel with CBC | Dengue Profile with Platelet Count | Dengue Fever Test | Dengue Profile - Qualitative,,,,,2024-12-03T10:30:39.705Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T10:30:39.705Z,,,variant_01JE614WW39S2NP975JTS9FSB1,Default variant,,,,,,false,false,,2024-12-03T10:30:39.748Z,,,,,,Default option,Default option value,,600,,prod_01JE614WTYTJAPF15FBD7TVBMG,2024-12-03T10:30:39.748Z,0,,
prod_01JE5Z0AJ9JBZJX0MC2MWDKRVP,tft,Thyroid Function Test (TFT),published,"Thyroid blood test helps to determine how effectively your thyroid gland is working. The thyroid is responsible for producing thyroid hormones that impact almost every organ of the body. They regulate many of your body's vital processes including metabolism, breathing, digestion, heart rate, and even emotions. Your doctor may advise a Thyroid test if you are experiencing symptoms such as irritability, laziness, fatigue, restlessness, or even weight changes that cannot be explained. The Thyroid blood test includes the thyroid stimulating hormone (TSH), triiodothyronine (T3), and tetraiodothyronine (T4) tests that are done to assess your thyroid hormone levels. The test aids in the diagnosis of thyroid diseases like hyperthyroidism (excess thyroid hormones) and hypothyroidism (low thyroid hormones).

With our complete Thyroid Function test (TFT), you get all three thyroid hormones (TSH, T3, and T4) checked in a single test, so you do not need to book multiple appointments.

",Also Known as  Thyroid Stimulating Hormone | T3 T4 TSH | Total Thyroid | Thyroid test | Thyroid Profile,,,,,2024-12-03T09:53:12.770Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T09:53:12.770Z,,,variant_01JE5Z0AKND5Q0NPGQXGT69QKV,Default variant,,,,,,false,false,,2024-12-03T09:53:12.821Z,,,,,,Default option,Default option value,,400,,prod_01JE5Z0AJ9JBZJX0MC2MWDKRVP,2024-12-03T09:53:12.821Z,0,,
prod_01JE60DGV3QB48CHWSXRQY01DC,crp,C-Reactive Protein (CRP),published,"The C-Reactive Protein test (CRP test) is a blood test used to measure the level of CRP in your blood. CRP is generated by the liver in response to inflammation. High levels of CRP can indicate inflammation in the body, which may be caused by a variety of health conditions. The CRP blood test is a simple and quick procedure that provides valuable information about inflammation in your body. However, it is important to note that the test cannot identify the specific cause of the inflammation.

This test is usually done on its own or as part of a larger panel of tests ordered by your doctor. Understanding your CRP levels can assist your doctor in monitoring your health and adjusting your treatment plan as needed.","Also Known As CRP Quantitative, CRP Blood Test",,,,,2024-12-03T10:17:53.758Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T10:17:53.758Z,,,variant_01JE60DGWEJSVWS0AC4MMTMNFN,Default variant,,,,,,false,false,,2024-12-03T10:17:53.807Z,,,,,,Default option,Default option value,,500,,prod_01JE60DGV3QB48CHWSXRQY01DC,2024-12-03T10:17:53.807Z,0,,
prod_01JE62T8MPTSPK9710JGQMHJ7P,pcod-screening,PCOD Screening,published,"Polycystic ovary disease/polycystic ovary syndrome (PCOD/PCOS) is a hormonal disorder that can lead to a variety of symptoms, including irregular menstrual periods, excessive hair growth, acne, and infertility. 1,2 Individuals with PCOD may have an increased risk of developing other health conditions such as diabetes and high blood pressure. This marks the importance of early detection. Our PCOS Checkup involves measuring key hormones that play an essential role in regulating menstrual cycles, ovulation, weight, and metabolism. The screening includes measuring levels of hormones such as luteinising hormone (LH), follicle-stimulating hormone (FSH), insulin, testosterone, thyroid hormones, and prolactin along with blood parameters like a complete blood count and glucose.

PCOD Screening Parameters  
- Blood Test
- Insulin - Random
- Thyroid Function Test (TFT) (3 Parameters)
- Prolactin
- Testosterone - Total
- Complete Blood Count (CBC) with ESR (25 Parameters)
- LH:FSH ratio (2 Parameters)
","35 parameters included Tests included: Thyroid Function Test (TFT), Testosterone - Total, Prolactin & 4 other tests",,,,,2024-12-03T10:59:48.500Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T10:59:48.500Z,,,variant_01JE62T8NS8FB17ZZPGBKW4GNA,Default variant,,,,,,false,false,,2024-12-03T10:59:48.537Z,,,,,,Default option,Default option value,,1499,,prod_01JE62T8MPTSPK9710JGQMHJ7P,2024-12-03T10:59:48.537Z,0,,
